Year,Multi_short,ODA,Share,Full Name,Donor
2022,FAO,0.43,0.0%,Food and Agricultural Organisation,Slovenia
2022,Council of Europe,0.35,0.0%,Council of Europe,Slovenia
2022,World Health Organisation - assessed contributions,0.34,0.0%,World Health Organisation - assessed contributions,Slovenia
2022,Organization for Security and Co-operation in Europe,0.23,0.0%,Organization for Security and Co-operation in Europe,Slovenia
2022,MLF-MP,0.23,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Slovenia
2022,International Labour Organisation - Assessed Contributions,0.19,0.0%,International Labour Organisation - Assessed Contributions,Slovenia
2022,"United Nations Educational, Scientific and Cultural Organisation",0.17,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Slovenia
2022,UNEP,0.15,0.0%,United Nations Environment Programme ,Slovenia
2022,UNWTO,0.13,0.0%,World Tourism Organization,Slovenia
2022,International Atomic Energy Agency - assessed contributions,0.12,0.0%,International Atomic Energy Agency - assessed contributions,Slovenia
2022,UNIDO,0.1,0.0%,United Nations Industrial Development Organisation ,Slovenia
2022,Global Environment Facility - Least Developed Countries Fund,0.08,0.0%,Global Environment Facility - Least Developed Countries Fund,Slovenia
2022,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),0.08,0.0%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),Slovenia
2022,Global Environment Facility - Special Climate Change Fund,0.08,0.0%,Global Environment Facility - Special Climate Change Fund,Slovenia
2022,International Organisation for Migration ,0.05,0.0%,International Organisation for Migration ,Slovenia
2022,AF,0.04,0.0%,Adaptation Fund,Slovenia
2022,WOAH,0.04,0.0%,World Organisation for Animal Health,Slovenia
2022,UNICEF,0.03,0.0%,United Nations Children's Fund ,Slovenia
2022,European and Mediterranean Plant Protection Organisation ,0.03,0.0%,European and Mediterranean Plant Protection Organisation ,Slovenia
2022,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only) ,0.02,0.0%,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical Co-operation Activities Only) ,Slovenia
2022,UNFPA,0.02,0.0%,United Nations Population Fund ,Slovenia
2022,United Nations Peacebuilding Fund,0.02,0.0%,United Nations Peacebuilding Fund,Slovenia
2022,International Telecommunications Union,0.02,0.0%,International Telecommunications Union,Slovenia
2022,United Nations Framework Convention on Climate Change ,0.02,0.0%,United Nations Framework Convention on Climate Change ,Slovenia
2022,International Renewable Energy Agency,0.01,0.0%,International Renewable Energy Agency,Slovenia
2022,Universal Postal Union ,0.01,0.0%,Universal Postal Union ,Slovenia
2022,CITES,0.01,0.0%,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Slovenia
2022,United Nations Economic Commission for Europe (extrabudgetary contributions only),0.01,0.0%,United Nations Economic Commission for Europe (extrabudgetary contributions only),Slovenia
2022,International Organisation of the Francophonie,0.01,0.0%,International Organisation of the Francophonie,Slovenia
2022,World Meteorological Organisation ,0.0,0.0%,World Meteorological Organisation ,Slovenia
2022,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Slovenia
2022,ICGEB,0.0,0.0%,International Centre for Genetic Engineering and Biotechnology,Slovenia
2023,European Commission - Development Share of Budget,78.4,0.13%,European Commission - Development Share of Budget,Slovenia
2023,European Commission - European Development Fund,4.37,0.01%,European Commission - European Development Fund,Slovenia
2023,IDA,1.77,0.0%,International Development Association ,Slovenia
2023,GEF-TF,1.47,0.0%,Global Environment Facility Trust Fund,Slovenia
2023,IFC,1.33,0.0%,International Finance Corporation ,Slovenia
2023,CEF,1.32,0.0%,Center of Excellence in Finance,Slovenia
2023,UN,1.2,0.0%,United Nations,Slovenia
2023,IBRD,1.03,0.0%,International Bank for Reconstruction and Development ,Slovenia
2023,EIB,0.73,0.0%,European Investment Bank ,Slovenia
2023,Council of Europe,0.72,0.0%,Council of Europe,Slovenia
2023,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",0.49,0.0%,"United Nations Department of Peace Operations - UN peacekeeping operations [only MINURSO, MINUSCA, MINUSMA, MINUJUSTH, MONUSCO, UNAMID, UNIFIL, UNISFA, UNMIK, UNMIL, UNMISS, UNOCI]. Report contributions mission by mission in CRS++.",Slovenia
2023,International Development Association - Multilateral Debt Relief Initiative,0.46,0.0%,International Development Association - Multilateral Debt Relief Initiative,Slovenia
2023,FAO,0.39,0.0%,Food and Agricultural Organisation,Slovenia
2023,World Health Organisation - assessed contributions,0.34,0.0%,World Health Organisation - assessed contributions,Slovenia
2023,"United Nations Educational, Scientific and Cultural Organisation",0.27,0.0%,"United Nations Educational, Scientific and Cultural Organisation",Slovenia
2023,Organization for Security and Co-operation in Europe,0.21,0.0%,Organization for Security and Co-operation in Europe,Slovenia
2023,International Labour Organisation - Assessed Contributions,0.18,0.0%,International Labour Organisation - Assessed Contributions,Slovenia
2023,UNEP,0.15,0.0%,United Nations Environment Programme ,Slovenia
2023,MLF-MP,0.15,0.0%,Multilateral Fund for the Implementation of the Montreal Protocol ,Slovenia
2023,International Atomic Energy Agency - assessed contributions,0.12,0.0%,International Atomic Energy Agency - assessed contributions,Slovenia
2023,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),0.08,0.0%,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),Slovenia
2023,Global Environment Facility - Least Developed Countries Fund,0.07,0.0%,Global Environment Facility - Least Developed Countries Fund,Slovenia
2023,International Organisation for Migration ,0.06,0.0%,International Organisation for Migration ,Slovenia
2023,United Nations Framework Convention on Climate Change ,0.04,0.0%,United Nations Framework Convention on Climate Change ,Slovenia
2023,UNFPA,0.04,0.0%,United Nations Population Fund ,Slovenia
2023,WOAH,0.04,0.0%,World Organisation for Animal Health,Slovenia
2023,European and Mediterranean Plant Protection Organisation ,0.03,0.0%,European and Mediterranean Plant Protection Organisation ,Slovenia
2023,UNICEF,0.03,0.0%,United Nations Children's Fund ,Slovenia
2023,United Nations Peacebuilding Fund,0.02,0.0%,United Nations Peacebuilding Fund,Slovenia
2023,ICGEB,0.02,0.0%,International Centre for Genetic Engineering and Biotechnology,Slovenia
2023,United Nations Economic Commission for Europe (extrabudgetary contributions only),0.01,0.0%,United Nations Economic Commission for Europe (extrabudgetary contributions only),Slovenia
2023,United Nations Office on Drugs and Crime ,0.01,0.0%,United Nations Office on Drugs and Crime ,Slovenia
2023,CITES,0.01,0.0%,Convention on International Trade in Endangered Species of Wild Flora and Fauna,Slovenia
2023,International Organisation of the Francophonie,0.01,0.0%,International Organisation of the Francophonie,Slovenia
2023,International Renewable Energy Agency,0.01,0.0%,International Renewable Energy Agency,Slovenia
2023,Convention to Combat Desertification ,0.01,0.0%,Convention to Combat Desertification ,Slovenia
2023,World Meteorological Organisation ,0.0,0.0%,World Meteorological Organisation ,Slovenia
2023,World Intellectual Property Organisation ,0.0,0.0%,World Intellectual Property Organisation ,Slovenia
